,NO.,ORDER DATE,DIRECTOR,SITE,STATUS,MAIN DES,COMTOR,DUR(h),TRANS DUR(h),DELIVER BEFORE(h),CONFIRM TIME (h),DEADLINE,WORK DATE,DESIGN IMPORTANT,START WORK,END WORK,FIX DUR,"BREAK/
CONFIRM","WORK
DURATION",LAG,DES NOTES,DES1,DUR1,DES2,DUR2,DES3,DUR3,DES4,DUR4,
1,v1603-0484,3/24/2016,Takeuchi,kato-dental-clinic.jp/,mail:done,TrucPTT,HuyenNTT,2,0,,,25/03/2016,25/03/2016,,8:30,10:20,,,1.83,-0.17,,TrucPTT,2,,,,,,,1
1,v1603-0485,3/24/2016,Ishihara,shigeshita-dc.com/,mail:done,LinhKT,HuyenNTT,1,0.5,,,25/03/2016,25/03/2016,,17:00,17:30,,,0.5,-0.5,,LinhKT,1,,,,,,,1
1,v1603-0486,3/24/2016,Inoue,nakamaru-dental.jp/,mail:done,HuyTV,ManDH,1.5,0,13:00,,25/03/2016,24/03/2016,,14:00,15:30,,,1.5,0,,HuyTV,1.5,,,,,,,1
1,v1603-0487,3/24/2016,Sawada,paravie.net/ ,mail:done,LamNTP,ManDH,2,0,13:30,,25/03/2016,24/03/2016,,13:30,15:30,,,2,0,,LamNTP,2,,,,,,,1
1,v1603-0488,3/24/2016,Takeuchi,laundry-support.jp/ ,mail:done,LinhKT,ManDH,3,0,,,25/03/2016,24/03/2016,,15:00,17:30,,,2.5,-0.5,http://service.fvn-office.net/fvn/LinhKT/v1603-0488_laundry-support.jp/fmail/fmail.cgi,LinhKT,3,,,,,,,1
1,v1603-0490,3/24/2016,Ariyoshi,kensington-english.com/ ,mail:done,LinhKT,ManDH,2,0.5,,,25/03/2016,25/03/2016,,13:00,14:30,,,1.5,-0.5,,LinhKT,2,,,,,,,1
1,v1603-0491,3/24/2016,Takeuchi,hula-coop.org/ ,mail:done,LinhKT,NguyenLDH,2.5,0,,,25/03/2016,25/03/2016,,14:30,16:30,,,2,-0.5,,LinhKT,2.5,,,,,,,1
1,v1603-0492,3/24/2016,Suzuki,fujiken-house.jp/ ,mail:done,NhaNTT,NguyenLDH,3.5,1,,,25/03/2016,25/03/2016,,10:00,14:30,,1:00,3.5,0,,NhaNTT,3.5,,,,,,,1
1,v1603-0493,3/24/2016,Kawashima,akidental.com/ ,mail:done,LinhKT,ManDH,3.5,1,13:00,,25/03/2016,25/03/2016,,8:30,12:00:00,,,3.5,0,,LinhKT,3.5,,,,,,,1
1,v1603-0494,3/24/2016,Ariyoshi,megane-story.com/ ,mail:done,LamNTP,ManDH,2,0.5,,,25/03/2016,24/03/2016,,15:30,17:30,,,2,0,,LamNTP,2,,,,,,,1
1,v1603-0495,3/24/2016,Inoue,fukashi.co.jp/ ,mail:done,TramNTH,ManDH,1,0,13:00,,25/03/2016,25/03/2016,,8:30,9:30,,,1,0,,TramNTH,1,,,,,,,1
1,v1603-0496,3/24/2016,Ariyoshi,ellegance.jp/,mail:done,TramNTH,ManDH,1.5,0.5,,,25/03/2016,25/03/2016,,9:30,11:00,,,1.5,0,,TramNTH,1.5,,,,,,,1
1,v1603-0497,3/24/2016,Shinozuka,kento-dc.com/,mail:done,BichVTN,NguyenLDH,5,0,15:00,,25/03/2016,25/03/2016,,8:30,14:30,,1:00,5,0,,BichVTN,5,,,,,,,1
1,v1603-0498,3/24/2016,Suzuki,inspa-fukuoka.com/ ,mail:done,ThanhNLY,NguyenLDH,6,1,,,25/03/2016,25/03/2016,,9:00,16:00,,1:00,6,0,"chia 2 order 498, 499 giao ng?y 28/3",ThanhNLY,6,,,,,,,1
1,v1603-0500,3/24/2016,Suzuki,globalreach.jp/,mail:done,HuyTV,ManDH,3,0.5,,,25/03/2016,25/03/2016,,9:00,12:00,,,3,0,,HuyTV,3,,,,,,,1
1,v1603-0502,3/24/2016,Suzuki,sola-web.com/ ,mail:done,VuLDN,ManDH,6,1,,,25/03/2016,25/03/2016,,8:30,15:30,,1:00,6,0,"g?m 3 order 502,503,504, giao ng?y 29/03 OverNotes",VuLDN,6,,,,,,,1
1,v1603-0505,3/24/2016,Shinozuka,hama-den.jp/,mail:done,NhaNTT,NguyenLDH,1.5,0,12:00,,25/03/2016,25/03/2016,,8:30,10:00,,,1.5,0,,NhaNTT,1.5,,,,,,,1
1,v1603-0506,3/24/2016,Shinozuka,hama-den.co.jp/,mail:done,KhangPH,NguyenLDH,0.5,0,12:00,,25/03/2016,25/03/2016,,8:30,9:00,,,0.5,0,,KhangPH,0.5,,,,,,,1
1,v1603-0516,3/25/2016,Ariyoshi,ykj.jp/ ,mail:done,ThuyTTN,ManDH,1,0.5,,,25/03/2016,25/03/2016,,13:00,14:00,,,1,0,,ThuyTTN,1,,,,,,,1
1,v1603-0526,3/25/2016,Kawashima,akidental.com/,mail:done,LinhKT,,0.5,0,,,25/03/2016,25/03/2016,,16:30,17:00,,,0.5,0,th?m c?ng s? cho 493,LinhKT,0.5,,,,,,,1
1,v1603-0462,3/23/2016,Suzuki,nakanokensou.jp/,mail:done,TrucTTT,NguyenLDH,6,1,,,28/03/2016,28/03/2016,,13:00,17:30,,,4.5,-1.5,"g?m 460, 461, 462,463 giao h?ng trong ng?y 29/3",TrucTTT,6,,,,,,,1
1,v1603-0499,3/24/2016,Suzuki,inspa-fukuoka.com/,mail:done,ThanhNLY,NguyenLDH,6,1,,,28/03/2016,28/03/2016,,9:30,16:30,,1:00,6,0,"chia 2 order 498, 499 giao ng?y 28/3
http://service.fvn-office.net/fvn/thanhnly/0498/",ThanhNLY,6,,,,,,,1
1,v1603-0501,3/24/2016,Takeuchi,plumber-ohta.com/,mail:done,TramNTH,HuyenNTT,1.5,0,,,28/03/2016,25/03/2016,,11:00,13:30,,1:00,1.5,0,Confirm tr??c khi giao h?ng,TramNTH,1.5,,,,,,,1
1,v1603-0503,3/24/2016,Suzuki,sola-web.com/ ,mail:done,VuLDN,ManDH,6,1,,,28/03/2016,28/03/2016,,8:30,15:30,,1:00,6,0,"g?m 3 order 502,503,504, giao ng?y 29/03 OverNotes",VuLDN,6,,,,,,,1
1,v1603-0507,3/24/2016,Suzuki,ohashi-inc.com/ ,mail:done,TrucPTT,HuyenNTT,3,0.5,14:00,,28/03/2016,28/03/2016,,8:30,11:30,,,3,0,,TrucPTT,3,,,,,,,1
1,v1603-0508,3/25/2016,Kawashima,balio-color.com/,mail:done,LamNTP,HuyenNTT,0.5,0.5,12:00,,28/03/2016,25/03/2016,,13:00,13:30,,,0.5,0,,LamNTP,0.5,,,,,,,1
1,v1603-0511,3/25/2016,Inoue,domm8199.com/ ,mail:done,TramNTH,HuyenNTT,1,0,13:00,,28/03/2016,25/03/2016,,13:30,14:30,,,1,0,,TramNTH,1,,,,,,,1
1,v1603-0512,3/25/2016,Kawashima,golfacademy.jp/ ,mail:done,ThuyTTN,HuyenNTT,1,0.5,12:00,,28/03/2016,25/03/2016,,14:00,15:00,,,1,0,,ThuyTTN,1,,,,,,,1
1,v1603-0514,3/25/2016,Sawada,ecosmart-fire.jp/ ,mail:done,TramNTH,HuyenNTT,2,0,13:30,,28/03/2016,25/03/2016,,14:30,16:00,,,1.5,-0.5,,TramNTH,2,,,,,,,1
1,v1603-0515,3/25/2016,Inoue,taro-shika.com/ ,mail:done,LinhKT,HuyenNTT,0.5,0,12:00,,28/03/2016,28/03/2016,,8:30,9:00,,,0.5,0,,LinhKT,0.5,,,,,,,1
1,v1603-0517,3/25/2016,Kaneko,aozora-shika.or.jp/,mail:done,TrucPTT,HuyenNTT,2,0,12:00,,28/03/2016,25/03/2016,,13:00,15:00,,,2,0,,TrucPTT,2,,,,,,,1
1,v1603-0518,3/25/2016,Miyagi,design-interior.jp/ ,mail:done,ThanhNT,ManDH,4,0,15:00,,28/03/2016,28/03/2016,,9:00,14:00,1:00,,6,2,,ThanhNT,4,,,,,,,1
1,v1603-0520,3/25/2016,Tanaka,takashishika.com/ ,mail:done,NhaNTT,ManDH,2,0.5,,,28/03/2016,25/03/2016,,14:30,16:30,,,2,0,,NhaNTT,2,,,,,,,1
1,v1603-0521,3/25/2016,Miyagi,zenseryoho.com/ ,mail:done,BichVTN,ManDH,0.5,0,13:00,,28/03/2016,25/03/2016,,15:00,15:30,,,0.5,0,,BichVTN,0.5,,,,,,,1
1,v1603-0519,3/25/2016,Ariyoshi,smg-spyder.jp/ ,mail:done,TrucTTT,HuyenNTT,4,1,,,28/03/2016,28/03/2016,,8:30,12:00,,,3.5,-0.5,http://service.fvn-office.net/fvn/TrucTTT/519/,TrucTTT,4,,,,,,,1
1,v1603-0522,3/25/2016,Ariyoshi,shinbishikakyokai.com/ ,mail:done,TramNTH,HuyenNTT,2,0.5,,,28/03/2016,28/03/2016,,8:30,10:00,,,1.5,-0.5,,TramNTH,2,,,,,,,1
1,v1603-0523,3/25/2016,Ariyoshi,hp-ns.net/,mail:done,TramNTH,HuyenNTT,2,0.5,,,28/03/2016,25/03/2016,,16:00,17:30,,,1.5,-0.5,,TramNTH,2,,,,,,,1
1,v1603-0510,3/25/2016,Ishihara,kuremoto-namba.com/ ,mail:done,LinhKT,HuyenNTT,6,1,,,28/03/2016,28/03/2016,,11:00,17:30,,1:00,5.5,-0.5,,LinhKT,6,,,,,,,1
1,v1603-0524,3/25/2016,Ariyoshi,toniguy-ito.com/,mail:done,TramNTH,HuyenNTT,2.5,0.5,,,28/03/2016,28/03/2016,,13:00,15:00,,,2,-0.5,,TramNTH,2.5,,,,,,,1
1,v1603-0527,3/25/2016,Ariyoshi,kosuke-dc.com/ ,mail:done,NhaNTT,HuyenNTT,1,0.5,,,28/03/2016,28/03/2016,,11:00,12:00,,,1,0,,NhaNTT,1,,,,,,,1
1,v1603-0528,3/25/2016,Miyagi,shinwabiso.jp/ ,mail:done,NhaNTT,HuyenNTT,2.5,0,16:30,,28/03/2016,28/03/2016,,8:30,11:00,,,2.5,0,http://service.fvn-office.net/fvn/NhaNTT/1603_528/evidence/post-7/,NhaNTT,2.5,,,,,,,1
1,v1603-0529,3/25/2016,Ariyoshi,tout-couleur.com/ ,mail:done,TramNTH,NguyenLDH,2.5,0.5,,,28/03/2016,28/03/2016,,10:00,12:00,,,2,-0.5,,TramNTH,2.5,,,,,,,1
1,v1603-0509,3/25/2016,Suzuki,ticketking.jp/ ,mail:done,DucTP,NguyenLDH,6,1,,,28/03/2016,28/03/2016,,9:00,16:30,,,7.5,1.5,,DucTP,6,,,,,,,1
1,v1603-0531,3/28/2016,Lim,nakamaru-dental.jp/,mail:done,KhangPH,NguyenLDH,4,1,17:30,,28/03/2016,28/03/2016,,8:30,12:30,,,4,0,,KhangPH,4,,,,,,,1
1,v1603-0532,3/28/2016,Ariyoshi,arakawa-paint.com/ ,mail:done,LinhKT,NguyenLDH,2,0.5,,,28/03/2016,28/03/2016,,9:00,11:00,,,2,0,,LinhKT,2,,,,,,,1
1,v1603-0538,3/28/2016,Ariyoshi,kensington-english.com/,mail:done,TramNTH,NguyenLDH,1,0.5,,,28/03/2016,28/03/2016,,15:00,16:00,,,1,0,,TramNTH,1,,,,,,,1
1,v1603-0541,3/28/2016,Ariyoshi,arakawa-paint.com/,mail:done,LinhKT,NguyenLDH,3,0.5,,,28/03/2016,29/03/2016,,8:30,11:30,,,3,0,giao tr??c 12h 29/3,LinhKT,3,,,,,,,1
1,v1603-0463,3/23/2016,Suzuki,nakanokensou.jp/,mail:done,TrucTTT,NguyenLDH,6,1,,,29/03/2016,29/03/2016,,8:30,15:30,,1:00,6,0,"g?m 460, 461, 462,463 giao h?ng trong ng?y 29/3",TrucTTT,6,,,,,,,1
1,v1603-0504,3/24/2016,Ariyoshi,ellegance.jp/ ,mail:done,VuLDN,ManDH,6,0.5,,,29/03/2016,29/03/2016,,8:30,15:30,,1:00,6,0,"g?m 3 order 502,503,504, giao ng?y 29/03 OverNotes
Link check 
http://service.fvn-office.net/fvn/vuldn/v1603-0502_sola-web.com/column/",VuLDN,6,,,,,,,1
1,v1603-0513,3/25/2016,Takeuchi,cyubujuki.com/ ,mail:done,NgocTT,ManDH,2.5,0,,,29/03/2016,25/03/2016,,13:30,16:00,,,2.5,0,http://service.fvn-office.net/fvn/NgocTT/160329_02_bk/,NgocTT,2.5,,,,,,,1
1,v1603-0530,3/25/2016,Takeuchi,land-fab-baikyaku.jp/ ,mail:done,KhangPH,HuyenNTT,3,0,,,29/03/2016,29/03/2016,,8:30,11:30,,,3,0,,KhangPH,3,,,,,,,1
1,v1603-0533,3/28/2016,Kawashima,e-headspa.com/ ,mail:done,NhaNTT,HuyenNTT,1,0,12:00,,29/03/2016,29/03/2016,,13:00,14:00,,,1,0,,NhaNTT,1,,,,,,,1
1,v1603-0534,3/28/2016,Asano,nohara-dental.net/ ,mail:done,HuyTV,HuyenNTT,5,1,,,29/03/2016,28/03/2016,,10:30,16:30,,1:00,5,0,http://service.fvn-office.net/fvn/huytv/Maint/1603/noharadental.net/,HuyTV,5,,,,,,,1
1,v1603-0535,3/28/2016,Takeuchi,laundry-support.jp/ ,mail:done,TramNTH,HuyenNTT,1.5,0,,,29/03/2016,28/03/2016,,16:00,17:30,,,1.5,0,http://service.fvn-office.net/fvn/TramNTH/0535/fmail/,TramNTH,1.5,,,,,,,1
1,v1603-0537,3/28/2016,Asano,lukura.jp/,mail:done,TramNTH,HuyenNTT,5,1,,,29/03/2016,29/03/2016,,8:30,13:30,,1:00,4,-1,,TramNTH,5,,,,,,,1
1,v1603-0539,3/28/2016,Asano,nagoya-medical-herbschool.com/,mail:done,NhaNTT,HuyenNTT,4,0,,,29/03/2016,28/03/2016,,13:30,17:30,,,4,0,,NhaNTT,4,,,,,,,1
1,v1603-0536,3/28/2016,Sawada,syoubou-kousin.com/ ,mail:done,HuyTV,NguyenLDH,3.5,0,14:30,,29/03/2016,29/03/2016,,8:30,12:00,,,3.5,0,,HuyTV,3.5,,,,,,,1
1,v1603-0543,3/28/2016,Ishihara,office-planning.info/,mail:done,BichVTN,HuyenNTT,1,0.5,,,29/03/2016,29/03/2016,,15:30,16:30,,,1,0,,BichVTN,1,,,,,,,1
1,v1603-0544,3/28/2016,Tsukamoto,bali-in.net/ ,mail:done,HuyTV,HuyenNTT,5,1,,,29/03/2016,29/03/2016,,11:30,17:30,,1:00,5,0,,HuyTV,5,,,,,,,1
1,v1603-0545,3/28/2016,Ariyoshi,haraken-k.com/test160309/,mail:done,TramNTH,HuyenNTT,2.5,0.5,,,29/03/2016,29/03/2016,,13:30,15:00,,,1.5,-1,,TramNTH,2.5,,,,,,,1
1,v1603-0547,3/28/2016,Ishihara,kirameki-paint.com/,mail:done,NamPQ,HuyenNTT,0.5,0.5,,,29/03/2016,29/03/2016,,8:30,9:00,,,0.5,0,,NamPQ,0.5,,,,,,,1
1,v1603-0548,3/28/2016,Tanaka,yukawashika-418.com/ ,mail:done,BichVTN,HuyenNTT,1,0.5,,,29/03/2016,29/03/2016,,16:30,17:30,,,1,0,,BichVTN,1,,,,,,,1
,v1603-0549,3/28/2016,Ariyoshi,ios-co.net/ ,mail:done,TienND,NguyenLDH,2,0.5,,,29/03/2016,29/03/2016,,9:00,10:30,,,1.5,-0.5,,,,,,,,,,1
1,v1603-0550,3/28/2016,Ishihara,kirameki-roof.com/ ,mail:done,VanVTK,NguyenLDH,0.5,0.5,,,29/03/2016,29/03/2016,,11:00,11:30,,,0.5,0,,VanVTK,0.5,,,,,,,1
1,v1603-0551,3/28/2016,Yoshioka,sekine-dc.jp/ ,mail:done,VanVTK,NguyenLDH,2.5,0,13:30,,29/03/2016,29/03/2016,,8:30,11:00,,,2.5,0,,VanVTK,2.5,,,,,,,1
1,v1603-0554,3/28/2016,Suzuki,seeznail.com/ ,mail:done,LinhKT,NguyenLDH,2,0.5,,,29/03/2016,29/03/2016,,13:30,15:30,,,2,0,,LinhKT,2,,,,,,,1
1,v1603-0546,3/28/2016,Ishihara,kuremoto-namba.com/ ,mail:done,LinhKT,NguyenLDH,1,0.5,,,29/03/2016,29/03/2016,,11:30,13:30,,1:00,1,0,,LinhKT,1,,,,,,,1
1,v1603-0552,3/28/2016,Yoshioka,bianca-salon.com/ ,mail:done,BichVTN,NguyenLDH,2.5,0,14:00,,29/03/2016,29/03/2016,,8:30,11:00,,,2.5,0,,BichVTN,2.5,,,,,,,1
1,v1603-0553,3/28/2016,Kaneko,leaktester.co.jp/ ,mail:done,TienND,NguyenLDH,1.5,0,12:30,,29/03/2016,28/03/2016,,16:00,17:15,,,1.25,-0.25,,TienND,1.5,,,,,,,1
1,v1603-0558,3/28/2016,Ariyoshi,higuchi-family.com/,mail:done,NamPQ,NguyenLDH,3,1,,,29/03/2016,29/03/2016,,9:00,12:00,,,3,0,,NamPQ,3,,,,,,,1
1,v1603-0563,3/28/2016,Ariyoshi,technos-sr.com/ ,mail:done,TramNTH,NguyenLDH,3,0.5,,,29/03/2016,29/03/2016,,15:00,17:30,,,2.5,-0.5,,TramNTH,3,,,,,,,1
1,v1603-0564,3/28/2016,Tanaka,nishio-gou.info/,mail:done,LinhKT,NguyenLDH,3,0.5,,,29/03/2016,29/03/2016,,15:30,18:00,,,2.5,-0.5,http://service.fvn-office.net/fvn/LinhKT/v1603-0564_nishio-gou.info/160329_02_bk/,LinhKT,3,,,,,,,1
1,v1603-0555,3/28/2016,Suzuki,kenfield.co.jp/ ,mail:done,VanVTK,NguyenLDH,3.5,1,,,29/03/2016,29/03/2016,,11:30,16:00,,1:00,3.5,0,http://service.fvn-office.net/fvn/VanVTK/1603/kenfield.co/,VanVTK,3.5,,,,,,,1
1,v1603-0556,3/28/2016,Suzuki,ticketking.jp/,mail:done,NhaNTT,NguyenLDH,6,1,,,29/03/2016,29/03/2016,,8:30,15:30,,1:00,6,0,,NhaNTT,6,,,,,,,1
1,v1603-0560,3/28/2016,Tanaka,apex-eng.co.jp/,mail:done,NamPQ,NguyenLDH,4.5,0.5,,,29/03/2016,29/03/2016,,13:00,17:00,,,4,-0.5,http://service.fvn-office.net/fvn/Nampq/2016/mainternance/160329_02_bk/,NamPQ,4.5,,,,,,,1
1,v1603-0561,3/28/2016,Ariyoshi,morinomiyakanada-dc.com/ ,mail:done,TienND,NguyenLDH,1.5,0.5,,,29/03/2016,29/03/2016,,13:00,14:30,,,1.5,0,,TienND,1.5,,,,,,,1
1,v1603-0542,3/28/2016,Suzuki,p-sharakukan.com/,mail:done,DiepBNH,NguyenLDH,2,0.5,,,29/03/2016,29/03/2016,,8:30,10:30,,,2,0,,DiepBNH,2,,,,,,,1
1,v1603-0525,3/25/2016,Takeuchi,chiaretta-fashion.com/ ,mail:done,TramNTH,HuyenNTT,5,0,,,30/03/2016,30/03/2016,,8:30,13:30,,1:00,4,-1,,TramNTH,5,,,,,,,1
1,v1603-0559,3/28/2016,Takeuchi,katochubo.co.jp/ ,mail:done,TramNTH,HuyenNTT,1.5,0,,,30/03/2016,30/03/2016,,13:30,14:30,,,1,-0.5,,TramNTH,1.5,,,,,,,1
1,v1603-0566,3/29/2016,Kawashima,sadayama-dc.com/,mail:done,ThanhNLY,HuyenNTT,1.5,0.5,12:00,,30/03/2016,29/03/2016,,16:00,17:30,,,1.5,0,,ThanhNLY,1.5,,,,,,,1
1,v1603-0567,3/29/2016,Nishitani,pcaid119.jp/,mail:done,VuLDN,HuyenNTT,2,0.5,,,30/03/2016,30/03/2016,,8:30,10:30,,,2,0,http://service.fvn-office.net/fvn/vuldn/0567/column/,VuLDN,2,,,,,,,1
1,v1603-0568,3/29/2016,Kawashima,kens-do.com/ ,mail:done,DiepBNH,HuyenNTT,1,0.5,12:00,,30/03/2016,29/03/2016,,16:00,17:00,,,1,0,,DiepBNH,1,,,,,,,1
1,v1603-0569,3/29/2016,Nishitani,sac-s.net/ ,mail:done,DiepBNH,HuyenNTT,1,0,,,30/03/2016,29/03/2016,,10:30,11:30,,,1,0,,DiepBNH,1,,,,,,,1
1,v1603-0570,3/29/2016,Nishitani,aisika.com/ ,mail:done,ThanhNLY,HuyenNTT,1.5,0,,,30/03/2016,30/03/2016,,13:00,14:30,,,1.5,0,,ThanhNLY,1.5,,,,,,,1
1,v1603-0573,3/29/2016,Miyagi,sartoria-rosso.jp/ ,mail:done,VuLDN,HuyenNTT,2.5,0,14:30,,30/03/2016,29/03/2016,,15:00,17:30,,,2.5,0,,VuLDN,2.5,,,,,,,1
1,v1603-0574,3/29/2016,Kawashima,dent-shin.com/ ,mail:done,LinhKT,HuyenNTT,1.5,0.5,12:00,,30/03/2016,30/03/2016,,8:30,10:00,,,1.5,0,,LinhKT,1.5,,,,,,,1
1,v1603-0575,3/29/2016,Takeuchi,laundry-support.jp/,mail:done,NamPQ,NguyenLDH,3,0,,,30/03/2016,30/03/2016,,8:30,11:30,,,3,0,http://service.fvn-office.net/fvn/Nampq/2016/mainternance/160330_02_bk/,NamPQ,3,,,,,,,1
1,v1603-0576,3/29/2016,Kaneko,ing-cdbukuro.com/,mail:done,HuyTV,NguyenLDH,2,0,12:30,,30/03/2016,30/03/2016,,8:30,10:30,,,2,0,,HuyTV,2,,,,,,,1
1,v1603-0578,3/29/2016,Sawada,jksurf.jp/ ,mail:done,HuyTV,NguyenLDH,2,0,13:30,,30/03/2016,30/03/2016,,10:30,13:30,1:00,,4,2,,HuyTV,2,,,,,,,1
1,v1603-0572,3/29/2016,Ishihara,kuremoto-namba.com/,mail:done,TienND,HuyenNTT,4,1,,,30/03/2016,30/03/2016,,10:00,14:30,,1:00,3.5,-0.5,,TienND,4,,,,,,,1
1,v1603-0580,3/29/2016,Ishihara,yoshio-nakagawa.com/,mail:done,LinhKT,HuyenNTT,1.5,0.5,,,30/03/2016,30/03/2016,,10:00,11:30,,,1.5,0,,LinhKT,1.5,,,,,,,1
1,v1603-0581,3/29/2016,Tanaka,kazokuso-kobe.com/,mail:done,NhaNTT,HuyenNTT,2,0.5,,,30/03/2016,30/03/2016,,11:00,14:00,,1:00,2,0,,NhaNTT,2,,,,,,,1
1,v1603-0582,3/29/2016,Miyagi,dr-body.jp/,mail:done,NhaNTT,NguyenLDH,2.5,0,15:00,,30/03/2016,30/03/2016,,8:30,11:00,,,2.5,0,,NhaNTT,2.5,,,,,,,1
1,v1603-0583,3/29/2016,Miyagi,dr-body-academy.jp/,mail:done,BichVTN,NguyenLDH,2,0,15:00,,30/03/2016,30/03/2016,,8:30,10:30,,,2,0,,BichVTN,2,,,,,,,1
1,v1603-0584,3/29/2016,Ishihara,minami-dental-umeda.com/,mail:done,TienND,NguyenLDH,1.5,0.5,,,30/03/2016,30/03/2016,,9:00,10:00,,,1,-0.5,,TienND,1.5,,,,,,,1
1,v1603-0585,3/29/2016,Ariyoshi,ticketking.jp/,mail:done,KhangPH,NguyenLDH,6,1,,,30/03/2016,30/03/2016,,8:30,15:30,,1:00,6,0,"http://www.ticketking.jp/html/user_data/shin_pri.php
http://www.ticketking.jp/html/user_data/shinkansen_roundtrip_ticket_top.php
http://www.ticketking.jp/html/user_data/39.php",KhangPH,6,,,,,,,1
1,v1603-0586,3/29/2016,Ariyoshi,mdc59.com/,mail:done,VuLDN,NguyenLDH,3.5,1,,,30/03/2016,30/03/2016,,13:00,16:30,,,3.5,0,http://service.fvn-office.net/fvn/vuldn/586/blog/,VuLDN,3.5,,,,,,,1
1,v1603-0557,3/29/2016,Takeuchi,cottontail.co.jp/,mail:done,TramNTH,NguyenLDH,1,0,,,30/03/2016,30/03/2016,,14:30,15:00,,,0.5,-0.5,,TramNTH,1,,,,,,,1
1,v1603-0562,3/29/2016,Takeuchi,sakyoyama-dc.com/,mail:done,TramNTH,NguyenLDH,1.5,0,,,30/03/2016,30/03/2016,,15:00,16:00,,,1,-0.5,,TramNTH,1.5,,,,,,,1
1,v1603-0540,3/29/2016,Asano,koufukushika.jp/,mail:done,TramNTH,NguyenLDH,3,0.5,,,30/03/2016,30/03/2016,,16:00,17:30,,,1.5,-1.5,,TramNTH,3,,,,,,,1
1,v1603-0565,3/29/2016,Asano,k-koko.smart-change.info,mail:done,NamPQ,NguyenLDH,3,0.5,,,30/03/2016,30/03/2016,,11:30,15:30,,1:00,3,0,,NamPQ,3,,,,,,,1
,v1603-0587,3/30/2016,Ariyoshi,magicenglish07.com/ ,mail:done,TienND,NguyenLDH,1,0.5,,,30/03/2016,30/03/2016,,15:30,16:30,,,1,0,,,,,,,,,,
,v1603-0591,3/30/2016,Miyagi,soundbusters.co.jp/,mail:done,LinhKT,NguyenLDH,3,0,,,30/03/2016,30/03/2016,,15:00,17:30,,,2.5,-0.5,http://service.fvn-office.net/fvn/LinhKT/v1603-0591_soundbusters.co.jp/160330_02_bk/,,,,,,,,,
,v1603-0592,3/30/2016,Ariyoshi,eishinkai.jp/,mail:done,LinhKT,NguyenLDH,3,0.5,,,30/03/2016,30/03/2016,,11:30,15:00,,1:00,2.5,-0.5,,,,,,,,,,
,v1603-0596,3/30/2016,Ariyoshi,ogawashika.com/,mail:done,TrucTTT,NguyenLDH,1,0.5,,,30/03/2016,30/03/2016,,11:00,12:00,,,1,0,,,,,,,,,,
,v1603-0599,3/30/2016,Ariyoshi,koubou-yu.com/,mail:done,ThanhNLY,NguyenLDH,6,1,,,30/03/2016,30/03/2016,,14:30,17:30,,,3,-3,"giao tr??c 12h ng?y 31/03
http://service.fvn-office.net/fvn/thanhnly/599/",,,,,,,,,
,v1603-0597,3/30/2016,Inoue,supply-dental.co.jp/,mail:done,VuLDN,HuyenNTT,3,0,13:00,,31/03/2016,31/03/2016,,8:30,11:30,,,3,0,,,,,,,,,,
1,v1603-0579,3/30/2016,Shinozuka,star-shika.com/ ,mail:done,VuLDN,HuyenNTT,1.5,0,12:00,,31/03/2016,30/03/2016,,10:30,12:00,,,1.5,0,,VuLDN,1.5,,,,,,,1
,v1603-0588,3/30/2016,Kawashima,http://www.e-headspa.com/,mail:done,BinhNT,HuyenNTT,0.5,0,12:00,,31/03/2016,30/03/2016,,13:00,13:30,,,0.5,0,,,,,,,,,,
,v1603-0589,3/30/2016,Takeuchi,land-fab-baikyaku.jp/,mail:done,BinhNT,HuyenNTT,1.5,0,,,31/03/2016,30/03/2016,,13:30,15:00,,,1.5,0,,,,,,,,,,
,v1603-0590,3/30/2016,Ishihara,hasegawa-e-dc.com/ ,mail:done,DiepBNH,HuyenNTT,0.5,0.5,,,31/03/2016,30/03/2016,,8:30,9:00,,,0.5,0,,,,,,,,,,
,v1603-0594,3/30/2016,Ishihara,okazaki-do.com/,mail:done,DiepBNH,HuyenNTT,0.5,0.5,,,31/03/2016,30/03/2016,,9:30,10:00,,,0.5,0,,,,,,,,,,
,v1603-0593,3/30/2016,Yoshioka,sanyor.net/ ,mail:done,DiepBNH,HuyenNTT,1.5,0,13:00,,31/03/2016,30/03/2016,,10:00,11:30,,,1.5,0,,,,,,,,,,
,v1603-0595,3/30/2016,Kawashima,wax-depilation.com,mail:done,HuyTV,HuyenNTT,1.5,0.5,12:00,,31/03/2016,30/03/2016,,13:30,15:00,,,1.5,0,,,,,,,,,,
,v1603-0600,3/30/2016,Takeuchi,heiwatosou.net/ ,mail:done,TramNTH,HuyenNTT,8,0,,,31/03/2016,31/03/2016,,8:30,17:30,,1:00,8,0,,,,,,,,,,
,v1603-0601,3/30/2016,Kawashima,mitsuyasu-kids.com/,mail:done,DiepBNH,HuyenNTT,0.5,0.5,12:00,,31/03/2016,30/03/2016,,11:30,12:00,,,0.5,0,,,,,,,,,,
1,v1603-0571,3/30/2016,Sawada,http://www.kwes.co.jp/,mail:done,BichVTN,NguyenLDH,3.5,0,12:30,,31/03/2016,31/03/2016,,8:30,12:00,,,3.5,0,,BichVTN,3.5,,,,,,,1
