,NO.,ORDER DATE,DIRECTOR,SITE,STATUS,MAIN DES,COMTOR,DUR(h),TRANS DUR(h),DELIVER BEFORE(h),CONFIRM TIME (h),DEADLINE,WORK DATE,DESIGN IMPORTANT,START WORK,END WORK,FIX DUR,"BREAK/
CONFIRM","WORK
DURATION",LAG,DES NOTES,DES1,DUR1,DES2,DUR2,DES3,DUR3,DES4,DUR4,
1,v1603-0242,3/11/2016,Tsukamoto,fukuoka-orange.com/,mail:done,ThanhNLY,ManDH,5,1,,,14/03/2016,14/03/2016,,11:00,16:00,,1:00,4,-1,,ThanhNLY,5,,,,,,,1
1,v1603-0243,3/11/2016,Inoue,daiwa-co.com/,mail:done,LinhKT,ManDH,1,0,13:00,,14/03/2016,14/03/2016,,10:00,10:30,,,0.5,-0.5,,LinhKT,1,,,,,,,1
1,v1603-0244,3/11/2016,Takeuchi,chiaretta-fashion.com/,mail:done,LinhKT,ManDH,2,0,13:00,,14/03/2016,14/03/2016,,8:30,10:00,,,1.5,-0.5,,LinhKT,2,,,,,,,1
1,v1603-0245,3/11/2016,Shinozuka,hama-den.co.jp/,mail:done,BinhNT,ManDH,1,0,12:00,,14/03/2016,14/03/2016,,9:30,10:30,,,1,0,,BinhNT,1,,,,,,,1
1,v1603-0246,3/11/2016,Inoue,antena-pro.jp/,mail:done,BinhNT,NguyenLDH,1,0,13:00,,14/03/2016,14/03/2016,,8:30,9:30,,,1,0,,BinhNT,1,,,,,,,1
1,v1603-0247,3/11/2016,Suzuki,fujiken-house.jp/,mail:done,BinhNT,NguyenLDH,6,1,,,14/03/2016,14/03/2016,yes,13:30,17:30,,,4,-2,"chia ra 2 order, 247 v? 248, giao h?ng 15/03",BinhNT,6,,,,,,,1
1,v1603-0249,3/11/2016,Ariyoshi,nakashima-shika.net/,mail:done,LinhKT,ManDH,2.5,0,,,14/03/2016,14/03/2016,,10:30,13:30,,1:00,2,-0.5,,LinhKT,2.5,,,,,,,1
1,v1603-0250,3/11/2016,Ariyoshi,kumaken.com/,mail:done,LinhKT,ManDH,2.5,0,,,14/03/2016,14/03/2016,,13:30,15:30,,,2,-0.5,,LinhKT,2.5,,,,,,,1
1,v1603-0251,3/11/2016,Ariyoshi,fudosan-baikyaku-aitem.com/,mail:done,LinhKT,ManDH,2,0,,,14/03/2016,14/03/2016,,15:30,17:30,,,2,0,,LinhKT,2,,,,,,,1
1,v1603-0252,3/11/2016,Ishihara,economy-kaigyo.com/,mail:done,TrucTTT,ManDH,7,1,,,14/03/2016,14/03/2016,,11:00,17:30,,1:00,5.5,-1.5,,TrucTTT,7,,,,,,,1
1,v1603-0253,3/11/2016,Ariyoshi,hoken-library.com/test160122/,mail:done,NhaNTT,NguyenLDH,3,0.5,,,14/03/2016,14/03/2016,,14:00,16:30,, ,2.5,-0.5,,NhaNTT,3,,,,,,,1
1,v1603-0254,3/9/2016,Shinozuka,sannou-kids.com/,mail:done,DucTP,NguyenLDH,1.5,0,13:00,,14/03/2016,14/03/2016,,8:30,10:00,,,1.5,0,,DucTP,1.5,,,,,,,1
1,v1603-0255,3/9/2016,Shinozuka,sannou-dc.com/,mail:done,VanVTK,NguyenLDH,1,0,13:00,,14/03/2016,14/03/2016,,8:30,9:30,,,1,0,,VanVTK,1,,,,,,,1
1,v1603-0256,3/9/2016,Takeuchi,land-fab-baikyaku.jp/,mail:done,NhaNTT,NguyenLDH,5,0,14:00,,14/03/2016,14/03/2016,,8:30,14:00,,1:00,4.5,-0.5,,NhaNTT,5,,,,,,,1
1,v1603-0257,3/9/2016,Kaneko,miyabi-dental.jp/,mail:done,TrucTTT,NguyenLDH,3,0,13:00,,14/03/2016,14/03/2016,,8:30,11:00,,,2.5,-0.5,,TrucTTT,3,,,,,,,1
1,v1603-0263,3/14/2016,Takeuchi,marutakesangyou.com/,mail:done,NhaNTT,NguyenLDH,1,0,,,14/03/2016,14/03/2016,,16:00,17:30,,,1.5,0.5,,NhaNTT,1,,,,,,,1
1,v1603-0264,3/14/2016,Miyagi,corfe.jp/,mail:done,VanVTK,ManDH,3.5,0,,,14/03/2016,14/03/2016,,17:00,20:30,,,3.5,0,,VanVTK,3.5,,,,,,,1
1,v1603-0268,3/14/2016,Suzuki,fukuoka-vocal.com/,mail:done,BinhNT,ManDH,1,0,,,14/03/2016,14/03/2016,,11:30,13:30,,1:00,1,0,,BinhNT,1,,,,,,,1
1,v1603-0269,3/14/2016,Suzuki,tout-couleur.com/,mail:done,BinhNT,ManDH,1,0.5,,,14/03/2016,14/03/2016,,10:30,11:00,,,0.5,-0.5,,BinhNT,1,,,,,,,1
1,v1603-0224,3/9/2016,Suzuki,nakanokensou.jp/,mail:done,TruyenLC,ManDH,6,1,,,15/03/2016,12/03/2016,,8:30,17:30,,1:00,8,2,http://service.fvn-office.net/test/truyen/222/,TruyenLC,6,,,,,,,1
1,v1603-0248,3/11/2016,Suzuki,fujiken-house.jp/,mail:done,BinhNT,NguyenLDH,6,1,17:30,,15/03/2016,15/03/2016,yes,10:30,16:00,,1:00,4.5,-1.5,"chia ra 2 order, 247 v? 248, giao h?ng 15/03",BinhNT,6,,,,,,,1
1,v1603-0258,3/9/2016,Asano,koufukushika.jp/,mail:done,LinhKT,NguyenLDH,6,0,,,15/03/2016,15/03/2016,,10:00,16:00,,1:00,5,-1,,LinhKT,6,,,,,,,1
1,v1603-0259,3/14/2016,Kawashima,jonantray.com/,mail:done,LinhKT,ManDH,1.5,0.5,12:00,,15/03/2016,15/03/2016,,8:30,9:30,,,1,-0.5,,LinhKT,1.5,,,,,,,1
1,v1603-0260,3/14/2016,Tanaka,kanbara-koumuten.jp/,mail:done,ThanhNLY,ManDH,1.5,0.5,,,15/03/2016,15/03/2016,,14:15,15:00,,,0.75,-0.75,,ThanhNLY,1.5,,,,,,,1
1,v1603-0261,3/14/2016,Kawashima,gt-dental.jp/,mail:done,LinhKT,NguyenLDH,1,0.5,12:00,,15/03/2016,15/03/2016,,9:30,10:00,,,0.5,-0.5,,LinhKT,1,,,,,,,1
1,v1603-0262,3/14/2016,Ishihara,kuki-do.com/,mail:done,NhaNTT,ManDH,1,0.5,,,15/03/2016,15/03/2016,,13:30,14:00,,,0.5,-0.5,,NhaNTT,1,,,,,,,1
1,v1603-0265,3/14/2016,Kawashima,willgreen.jp/,mail:done,ThanhNLY,ManDH,1.5,0.5,12:00,,15/03/2016,15/03/2016,,8:30,9:40,,,1.17,-0.33,,ThanhNLY,1.5,,,,,,,1
1,v1603-0266,3/14/2016,Sawada,tsuruoka-do.com/,mail:done,NgocTT,ManDH,4,0,14:00,,15/03/2016,15/03/2016,,10:30,14:00,,,3.5,-0.5,,NgocTT,4,,,,,,,1
1,v1603-0267,3/14/2016,Kaneko,asiageo.co.jp/,mail:done,TriN,ManDH,2.5,0,12:30,,15/03/2016,15/03/2016,,9:40,11:30,,,1.83,-0.67,,TriN,2.5,,,,,,,1
1,v1603-0270,3/14/2016,Sawada,f-gol.jp/,mail:done,NhaNTT,ManDH,5,1,15:00,,15/03/2016,15/03/2016,,8:30,13:30,,1:00,4,-1,http://service.fvn-office.net/fvn/NhaNTT/1603_270/,NhaNTT,5,,,,,,,1
1,v1603-0271,3/14/2016,Tanaka,sp-market-plus.com/,mail:done,TrucTTT,ManDH,1,0.5,,,15/03/2016,15/03/2016,,9:00,9:30,,,0.5,-0.5,,TrucTTT,1,,,,,,,1
1,v1603-0272,3/14/2016,Asano,silk-house.jp/,mail:done,TrucTTT,ManDH,7,0,,,15/03/2016,15/03/2016,,9:30,15:00,,1:00,4.5,-2.5,,TrucTTT,7,,,,,,,1
1,v1603-0273,3/14/2016,Kawashima,kowa-meister.com/,mail:done,BinhNT,ManDH,2,0,12:00,,15/03/2016,15/03/2016,,8:30,10:30,,,2,0,,BinhNT,2,,,,,,,1
1,v1603-0274,3/14/2016,Takeuchi,nagae-paint.com/,mail:done,KhangPH,ManDH,1.5,0,,,15/03/2016,15/03/2016,,16:00,17:30,,,1.5,0,,KhangPH,1.5,,,,,,,1
1,v1603-0275,3/14/2016,Ariyoshi,motorblood.jp/,mail:done,NhaNTT,NguyenLDH,3,0.5,,,15/03/2016,15/03/2016,,14:00,16:00,,,2,-1,,NhaNTT,3,,,,,,,1
1,v1603-0276,3/14/2016,Takeuchi,land-fab-baikyaku.jp/,mail:done,KhangPH,NguyenLDH,6,0,17:00,,15/03/2016,15/03/2016,,8:30,15:30,,1:00,6,0,,KhangPH,6,,,,,,,1
1,v1603-0277,3/14/2016,Tsukamoto,bridalvideo.jp/,mail:done,ThanhNLY,NguyenLDH,4,1,,,15/03/2016,15/03/2016,,9:40,14:15,,1:00,3.58,-0.42,,ThanhNLY,4,,,,,,,1
1,v1603-0278,3/14/2016,Ariyoshi,earth-act-support.jp/,mail:done,VanVTK,NguyenLDH,4.5,0,,,15/03/2016,15/03/2016,,15:00,18:00,,,3,-1.5,giao tr??c 11h ng?y 15/3,VanVTK,4.5,,,,,,,1
1,v1603-0279,3/14/2016,Takeuchi,gllabo.com/,mail:done,VanVTK,NguyenLDH,1.5,0,11:00,,15/03/2016,15/03/2016,,8:30,10:00,,,1.5,0,,VanVTK,1.5,,,,,,,1
1,v1603-0281,3/14/2016,Lim,saito-dentalclinic.net/,mail:done,VanVTK,NguyenLDH,2.5,0.5,13:00,,15/03/2016,15/03/2016,,10:00,13:30,,1:00,2.5,0,,VanVTK,2.5,,,,,,,1
1,v1603-0282,3/14/2016,Miyagi,ginza-moc.com/sp/,mail:done,BichVTN,NguyenLDH,2,0,16:00,,15/03/2016,15/03/2016,,13:00,15:00,,,2,0,,BichVTN,2,,,,,,,1
1,v1603-0283,3/14/2016,Yoshioka,kento-dc.com/,mail:done,DucTP,NguyenLDH,4,0,14:30,,15/03/2016,15/03/2016,,8:30,14:00,,,5.5,1.5,,DucTP,4,,,,,,,1
1,v1603-0284,3/14/2016,Yoshioka,kento-happysmile.com/,mail:done,TrucTTT,NguyenLDH,1.5,0,13:00,,15/03/2016,15/03/2016,,8:30,9:00,,,0.5,-1,,TrucTTT,1.5,,,,,,,1
1,v1603-0287,3/15/2016,Ariyoshi,ecolifekyushu.com/,mail:done,TrucTTT,ManDH,2.5,0,,,15/03/2016,15/03/2016,,15:00,16:30,,,1.5,-1,,TrucTTT,2.5,,,,,,,1
1,v1603-0289,3/15/2016,Ariyoshi,koba-pri.com/test160308/,mail:done,NhaNTT,NguyenLDH,2.5,0,,,15/03/2016,15/03/2016,,16:00,17:30,,,1.5,-1,,NhaNTT,2.5,,,,,,,1
1,v1603-0291,3/15/2016,Ariyoshi,onoshika.com/,mail:done,LinhKT,NguyenLDH,1.5,0,,,15/03/2016,15/03/2016,,16:30,17:30,,,1,-0.5,,LinhKT,1.5,,,,,,,1
1,v1603-0293,3/15/2016,Ariyoshi,oita-implant.com/,mail:done,BinhNT,ManDH,1.5,0.5,,,15/03/2016,15/03/2016,,16:00,17:30,,,1.5,0,,BinhNT,1.5,,,,,,,1
1,v1603-0294,3/15/2016,Ariyoshi,kiri-tansu.jp/,mail:done,TrucTTT,NguyenLDH,2,0,,,15/03/2016,15/03/2016,,16:30,17:30,,,1,-1,,TrucTTT,2,,,,,,,1
1,v1603-0295,3/15/2016,Suzuki,project-world.jp/,mail:done,ThanhNLY,ManDH,3.5,1,,,15/03/2016,15/03/2016,,15:00,17:30,,,2.5,-1,,ThanhNLY,3.5,,,,,,,1
1,v1603-0301,3/15/2016,Suzuki,fukuoka-orange.com/,mail:done,ThanhNLY,ManDH,1,0,,,15/03/2016,14/03/2016,,17:00,18:00,,,1,0,th?m c?ng s? cho 242,ThanhNLY,1,,,,,,,1
1,v1603-0303,3/15/2016,Kawashima,jonantray.com/,mail:done,LinhKT,NguyenLDH,1,0.5,,,15/03/2016,15/03/2016,,16:00,16:30,,,0.5,-0.5,th?m c?ng s? cho 259,LinhKT,1,,,,,,,1
1,v1603-0225,3/9/2016,Suzuki,nakanokensou.jp/,mail:done,TruyenLC,ManDH,6,1,,,16/03/2016,15/03/2016,,8:30,17:30,,1:00,8,2,http://service.fvn-office.net/test/truyen/222/,TruyenLC,6,,,,,,,1
1,v1603-0280,3/15/2016,Ishihara,miyabi-kobo.com/,mail:done,VanVTK,ManDH,6,1,,,16/03/2016,16/03/2016,,13:00,18:00,,,5,-1,,VanVTK,6,,,,,,,1
1,v1603-0285,3/15/2016,Kawashima,st-dental.jp/,mail:done,LinhKT,ManDH,1.5,0.5,12:00,,16/03/2016,16/03/2016,,8:30,9:30,,,1,-0.5,,LinhKT,1.5,,,,,,,1
1,v1603-0286,3/15/2016,Shinozuka,hama-den.co.jp/,mail:done,LinhKT,ManDH,1,0,12:00,,16/03/2016,16/03/2016,,9:30,10:30,,,1,0,,LinhKT,1,,,,,,,1
1,v1603-0288,3/15/2016,Kaneko,bianca-salon.com/,mail:done,LinhKT,ManDH,2,0,12:00,,16/03/2016,16/03/2016,,10:30,12:00,,,1.5,-0.5, ,LinhKT,2,,,,,,,1
1,v1603-0290,3/15/2016,Yoshioka,garden-dc.jp/,mail:done,ThanhNLY,ManDH,1.5,0,13:30,,16/03/2016,16/03/2016,,10:00,11:30,,,1.5,0,,ThanhNLY,1.5,,,,,,,1
1,v1603-0292,3/15/2016,Takeuchi,uchiyamakaikei.jp/,mail:done,DucTP,ManDH,1,0,,,16/03/2016,16/03/2016,,14:00,15:00,,,1,0,,DucTP,1,,,,,,,1
1,v1603-0296,3/15/2016,Inoue,mm-dental.jp/,mail:done,BinhNT,NguyenLDH,1.5,0,13:00,,16/03/2016,16/03/2016,,8:30,10:00,,,1.5,0,,BinhNT,1.5,,,,,,,1
1,v1603-0297,3/15/2016,Sawada,foryourgoodsmile.com/,mail:done,BinhNT,NguyenLDH,2,0,13:00,,16/03/2016,16/03/2016,,10:00,12:00,,,2,0,,BinhNT,2,,,,,,,1
1,v1603-0298,3/15/2016,Ishihara,economy-kaigyo.com/,mail:done,KhangPH,ManDH,1,0.5,15:00,,16/03/2016,16/03/2016,,8:30,9:30,,,1,0,,KhangPH,1,,,,,,,1
1,v1603-0299,3/15/2016,Miyagi,himawaridc.jp/,mail:done,VanVTK,ManDH,3.5,0,15:30,,16/03/2016,16/03/2016,,8:30,13:00,,1:00,3.5,0,,VanVTK,3.5,,,,,,,1
1,v1603-0300,3/15/2016,Takeuchi,cyubujuki.com/,mail:done,LinhKT,ManDH,2,0,,,16/03/2016,16/03/2016,,13:00,14:30,,,1.5,-0.5,,LinhKT,2,,,,,,,1
1,v1603-0302,3/15/2016,Takeuchi,sakyoyama-dc.com/,mail:done,NhaNTT,ManDH,1.5,0,,,16/03/2016,16/03/2016,,11:00,12:00,,,1,-0.5,,NhaNTT,1.5,,,,,,,1
1,v1603-0304,3/15/2016,Takeuchi,woman-travel.com/,mail:done,DucTP,ManDH,2,0,,,16/03/2016,16/03/2016,,11:00,14:00,,1:00,2,0,,DucTP,2,,,,,,,1
1,v1603-0305,3/15/2016,Ariyoshi,apzero.co.jp/,mail:done,ThanhNLY,ManDH,2,0.5,,,16/03/2016,16/03/2016,,11:30,14:00,,,2.5,0.5,,ThanhNLY,2,,,,,,,1
1,v1603-0306,3/15/2016,Ishihara,okada8241.net/,mail:done,LinhKT,ManDH,4,1,,,16/03/2016,16/03/2016,,14:30,17:30,,,3,-1,,LinhKT,4,,,,,,,1
1,v1603-0307,3/15/2016,Ariyoshi,do-ishikawa.com/,mail:done,ThanhNLY,ManDH,1.5,0.5,,,16/03/2016,16/03/2016,,14:00,15:00,,,1,-0.5,,ThanhNLY,1.5,,,,,,,1
1,v1603-0308,3/15/2016,Suzuki,artsystem-fuk.jp/,mail:done,TrucTTT,ManDH,7.5,1.5,,,16/03/2016,16/03/2016,,11:00,18:00,,1:00,6,-1.5,http://service.fvn-office.net/fvn/TrucTTT/v308/fmail/fmail.cgi,TrucTTT,7.5,,,,,,,1
1,v1603-0309,3/15/2016,Ariyoshi,kosuke-dc.com/test160314/,mail:done,KhangPH,ManDH,1,0.5,,,16/03/2016,16/03/2016,,16:30,17:30,,,1,0,,KhangPH,1,,,,,,,1
1,v1603-0310,3/15/2016,Inoue,sato-ext.jp/,mail:done,TrucTTT,NguyenLDH,3,0,13:00,,16/03/2016,16/03/2016,,8:30,11:00,,,2.5,-0.5,,TrucTTT,3,,,,,,,1
1,v1603-0311,3/15/2016,Ariyoshi,three-keys.jp/test160205/,mail:done,NhaNTT,ManDH,5,1,,,16/03/2016,16/03/2016,,13:00,17:30,,,4.5,-0.5,http://service.fvn-office.net/fvn/NhaNTT/1603_311/blog/,NhaNTT,5,,,,,,,1
1,v1603-0312,3/15/2016,Kawashima,yamagatadc.com/,mail:done,NhaNTT,NguyenLDH,3,0.5,13:30,,16/03/2016,16/03/2016,,8:30,11:00,,,2.5,-0.5,,NhaNTT,3,,,,,,,1
1,v1603-0314,3/15/2016,Ariyoshi,general-cs.com/,mail:done,ThanhNLY,NguyenLDH,4.5,1,,,16/03/2016,16/03/2016,,15:00,18:30,,,3.5,-1,,ThanhNLY,4.5,,,,,,,1
1,v1603-0315,3/15/2016,Sawada,jksurf.jp/,mail:done,KhangPH,NguyenLDH,5.5,0,15:30,,16/03/2016,16/03/2016,,9:30,16:00,,1:00,5.5,0,,KhangPH,5.5,,,,,,,1
1,v1603-0316,3/15/2016,Ariyoshi,taiyo-jiku.co.jp/,mail:done,BinhNT,NguyenLDH,3,0.5,,,16/03/2016,16/03/2016,,14:00,15:00,,,1,-2,,BinhNT,3,,,,,,,1
1,v1603-0317,3/15/2016,Ariyoshi,tsuda-dental.com/,mail:done,KhangPH,ManDH,1,0.5,,,16/03/2016,16/03/2016,,16:00,17:00,,,1,0,,KhangPH,1,,,,,,,1
1,v1603-0318,3/15/2016,Tanaka,dental-platz.com/,mail:done,BinhNT,NguyenLDH,1,0.5,,,16/03/2016,16/03/2016,,13:00,14:00,,,1,0,,BinhNT,1,,,,,,,1
1,v1603-0325,3/16/2016,Suzuki,fukuoka-vocal.com/,mail:done,BinhNT,NguyenLDH,3,0.5,,,16/03/2016,16/03/2016,,15:00,17:30,,,2.5,-0.5,http://service.fvn-office.net/fvn/binhnt/325/fmail/fmail.cgi,BinhNT,3,,,,,,,1
1,v1603-0330,3/16/2016,Suzuki,fujiken-house.jp/,mail:done,DucTP,ManDH,1,0.5,,,16/03/2016,16/03/2016,,16:00,16:15,,,0.25,-0.75,,DucTP,1,,,,,,,1
1,v1603-0336,3/16/2016,Ariyoshi,three-keys.jp/test160205/,mail:done,NhaNTT,ManDH,2,0.5,,,16/03/2016,17/03/2016,,8:30,10:00,,,1.5,-0.5,th?m c?ng s?,NhaNTT,2,,,,,,,1
1,v1603-0226,3/9/2016,Suzuki,nakanokensou.jp/,mail:done,TruyenLC,ManDH,6,1,,,17/03/2016,16/03/2016,,14:00,17:30,,,3.5,-2.5,http://service.fvn-office.net/test/truyen/222/,TruyenLC,6,,,,,,,1
1,v1603-0313,3/16/2016,Ishihara,fujihira-dc.com/,mail:done,ThanhNLY,NguyenLDH,6,1,,,17/03/2016,17/03/2016,,10:15,17:15,,1:00,6,0,,ThanhNLY,6,,,,,,,1
1,v1603-0319,3/16/2016,Kawashima,tkdo-w.jp/,mail:done,DucTP,ManDH,0.5,0.5,12:00,,17/03/2016,17/03/2016,,9:00,9:30,,,0.5,0,,DucTP,0.5,,,,,,,1
1,v1603-0320,3/16/2016,Ishihara,nakagawa-shikaiin.net/,mail:done,DucTP,ManDH,0.5,0.5,,,17/03/2016,17/03/2016,,10:30,11:00,,,0.5,0,,DucTP,0.5,,,,,,,1
1,v1603-0321,3/16/2016,Kawashima,tkdo.jp/,mail:done,DucTP,ManDH,0.5,0.5,12:00,,17/03/2016,17/03/2016,,9:30,10:00,,,0.5,0,,DucTP,0.5,,,,,,,1
1,v1603-0322,3/16/2016,Ishihara,nakagawa-shikaiin.smart-change.info/,mail:done,DucTP,ManDH,0.5,0.5,,,17/03/2016,17/03/2016,,11:00,11:30,,,0.5,0,,DucTP,0.5,,,,,,,1
1,v1603-0323,3/16/2016,Kawashima,sankeisha.net/,mail:done,DucTP,ManDH,0.5,0,12:00,,17/03/2016,17/03/2016,,10:00,10:30,,,0.5,0,,DucTP,0.5,,,,,,,1
1,v1603-0324,3/16/2016,Asano,bridge-sp.com/,mail:done,TrucTTT,ManDH,5,1,13:00,,17/03/2016,17/03/2016,,10:00,12:00,,,2,-3,,TrucTTT,5,,,,,,,1
1,v1603-0326,3/16/2016,Takeuchi,chiaretta-fashion.com/,mail:done,LinhKT,ManDH,4.5,0,,,17/03/2016,17/03/2016,,14:00,17:30,,,3.5,-1,http://service.fvn-office.net/fvn/LinhKT/v1603-0326_chiaretta-fashion.com/160317_02_bk/fmail/fmail.cgi,LinhKT,4.5,,,,,,,1
1,v1603-0327,3/16/2016,Inoue,furukawa-dc.com/,mail:done,LinhKT,ManDH,1.5,0,13:00,,17/03/2016,17/03/2016,,8:30,9:30,,,1,-0.5,,LinhKT,1.5,,,,,,,1
1,v1603-0328,3/16/2016,Sawada,katsumata-dental.jp/,mail:done,LinhKT,ManDH,2,0,14:00,,17/03/2016,17/03/2016,,9:30,11:00,,,1.5,-0.5,,LinhKT,2,,,,,,,1
1,v1603-0329,3/16/2016,Kaneko,cocoro-yamatodc.com/,mail:done,VuLDN,ManDH,2.5,0,12:30,,17/03/2016,17/03/2016,,8:30,11:00,,,2.5,0,,VuLDN,2.5,,,,,,,1
1,v1603-0331,3/16/2016,Takeuchi,titan-next21.com/,mail:done,BinhNT,ManDH,1,0,,,17/03/2016,17/03/2016,,8:30,9:00,,,0.5,-0.5,,LinhKT,2,,,,,,,1
1,v1603-0332,3/16/2016,Ariyoshi,oniwaii4.com/,mail:done,LinhKT,ManDH,2.5,0.5,,,17/03/2016,17/03/2016,,11:00,14:00,,1:00,2,-0.5,,LinhKT,2.5,,,,,,,1
1,v1603-0333,3/16/2016,Sawada,dairiseki-cleaning.com/,mail:done,TrucTTT,ManDH,1.5,0,13:00,,17/03/2016,17/03/2016,,8:30,10:00,,,1.5,0,,TrucTTT,1.5,,,,,,,1
1,v1603-0334,3/16/2016,Takeuchi,plumber-ohta.com/,mail:done,TrucTTT,ManDH,2.5,0,,,17/03/2016,17/03/2016,,13:00,15:00,,,2,-0.5,,TrucTTT,2.5,,,,,,,1
1,v1603-0335,3/16/2016,Kawashima,irie-dental.jp/,mail:done,TrucTTT,ManDH,1,0.5,12:00,,17/03/2016,17/03/2016,,10:00,11:00,,,1,0,,TrucTTT,1,,,,,,,1
1,v1603-0337,3/16/2016,Ariyoshi,tdhome.biz/,mail:done,NhaNTT,ManDH,3,1,,,17/03/2016,17/03/2016,,10:00,13:30,,1:00,2.5,-0.5,http://service.fvn-office.net/fvn/NhaNTT/1603_337/fmail/,NhaNTT,3,,,,,,,1
1,v1603-0338,3/16/2016,Ishihara,fujihira-dc.com/,mail:done,KhangPH,ManDH,2,0.5,,,17/03/2016,17/03/2016,,15:30,17:30,,,2,0,http://fujihira-dc.smart-change.info/,KhangPH,2,,,,,,,1
1,v1603-0339,3/16/2016,Sawada,jksurf.jp/,mail:done,KhangPH,ManDH,4,0,15:00,,17/03/2016,17/03/2016,,10:30,15:30,,1:00,4,0,,KhangPH,4,,,,,,,1
1,v1603-0340,3/16/2016,Shinozuka,kaitai-senya.com/,mail:done,KhangPH,ManDH,2,0,14:00,,17/03/2016,17/03/2016,,8:30,10:30,,,2,0,,KhangPH,2,,,,,,,1
1,v1603-0341,3/16/2016,Ariyoshi,chics-fukuoka.com/,mail:done,NhaNTT,ManDH,1.5,0.5,,,17/03/2016,17/03/2016,,13:30,15:00,,,1.5,0,,NhaNTT,1.5,,,,,,,1
1,v1603-0342,3/16/2016,Ariyoshi,i-aiai.co.jp/,mail:done,DucTP,ManDH,1.5,0.5,,,17/03/2016,17/03/2016,,11:30,14:00,,,2.5,1,,DucTP,1.5,,,,,,,1
1,v1603-0343,3/16/2016,Suzuki,englishschool-wing.com/,mail:done,BinhNT,ManDH,6,1,,,17/03/2016,17/03/2016,,11:00,17:30,,1:00,5.5,-0.5,"chia ra 2 order 343, 344, giao h?ng 18/03",BinhNT,6,,,,,,,1
1,v1603-0345,3/16/2016,Shinozuka,aoba-shika.net/,mail:done,BinhNT,ManDH,2,0,13:00,,17/03/2016,17/03/2016,,9:00,11:00,,,2,0,t? down,BinhNT,2,,,,,,,1
1,v1603-0346,3/16/2016,Ariyoshi,ee-stepup.com/,mail:done,DiepBNH,ManDH,2,0.5,,,17/03/2016,17/03/2016,,9:30,11:30,,,2,0,,DiepBNH,2,,,,,,,1
1,v1603-0347,3/16/2016,Miyagi,canalworks.jp/,mail:done,TruyenLC,ManDH,4,0,16:00,,17/03/2016,17/03/2016,,9:30,14:00,,1:00,3.5,-0.5,,TruyenLC,4,,,,,,,1
1,v1603-0348,3/16/2016,Ariyoshi,easy-english.jp/,mail:done,NhaNTT,ManDH,2.5,0.5,,,17/03/2016,17/03/2016,,15:00,17:30,,,2.5,0,,NhaNTT,2.5,,,,,,,1
1,v1603-0349,3/16/2016,Lim,makuri-dental.com/,mail:done,ThanhNLY,ManDH,2,0.5,14:00,,17/03/2016,17/03/2016,,8:30,10:15,,,1.75,-0.25,,ThanhNLY,2,,,,,,,1
1,v1603-0350,3/16/2016,Yoshioka,nfa-g.com/,mail:done,DiepBNH,ManDH,1,0,13:30,,17/03/2016,17/03/2016,,8:30,9:30,,,1,0,,DiepBNH,1,,,,,,,1
1,v1603-0358,3/17/2016,Ariyoshi,the-presents.jp/test160314/,mail:done,DucTP,NguyenLDH,1.5,0.5,,,17/03/2016,17/03/2016,,14:00,15:30,,,1.5,0,,DucTP,1.5,,,,,,,1
1,v1603-0359,3/17/2016,Suzuki,ohashi-inc.com/,mail:done,TrucTTT,NguyenLDH,3,0.5,,,17/03/2016,17/03/2016,,15:00,17:30,,,2.5,-0.5,,TrucTTT,3,,,,,,,1
1,v1603-0360,3/17/2016,Miyagi,medialink-recruit.com/,mail:done,DatNVT,NguyenLDH,3,0,,,17/03/2016,17/03/2016,,10:00,14:00,,,4,1,,DatNVT,3,,,,,,,1
1,v1603-0361,3/17/2016,Ariyoshi,fukuoka-sjcd.com/,mail:done,DucTP,NguyenLDH,2,0.5,,,17/03/2016,17/03/2016,,15:30,17:30,,,2,0,,DucTP,2,,,,,,,1
1,v1603-0362,3/17/2016,Ariyoshi,onoshika.com/,mail:done,DiepBNH,NguyenLDH,2.5,0.5,,,17/03/2016,17/03/2016,,13:00,15:30,,,2.5,0,,DiepBNH,2.5,,,,,,,1
1,v1603-0363,3/17/2016,Ariyoshi,oita-implant.com/,mail:done,DiepBNH,NguyenLDH,2.5,0.5,,,17/03/2016,17/03/2016,,14:30,17:00,,,2.5,0,,DiepBNH,2.5,,,,,,,1
1,v1603-0344,3/16/2016,Suzuki,englishschool-wing.com/,mail:done,BinhNT,ManDH,6,1,17:30,,18/03/2016,18/03/2016,,10:00,16:30,,1:00,5.5,-0.5,"chia ra 2 order 343, 344, giao h?ng 18/03
http://service.fvn-office.net/fvn/binhnt/343/school/ohashi.html",BinhNT,6,,,,,,,1
1,v1603-0351,3/16/2016,Ishihara,jacacon-container.com/,mail:done,DiepBNH,ManDH,0.5,0.5,,,18/03/2016,18/03/2016,,9:00,9:30,,,0.5,0,,DiepBNH,0.5,,,,,,,1
1,v1603-0352,3/16/2016,Ishihara,jacacon-trunkroom.com/,mail:done,DiepBNH,ManDH,0.5,0.5,,,18/03/2016,18/03/2016,,9:30,10:00,,,0.5,0,,DiepBNH,0.5,,,,,,,1
1,v1603-0353,3/17/2016,Takeuchi,woman-travel.com/,mail:done,TramNTH,ManDH,2,0,,,18/03/2016,18/03/2016,,13:00,14:00,,,1,-1,,TramNTH,2,,,,,,,1
